Department,CourseNumber,Prerequisites,Offerings,ParsedPrerequisites,numberOfOfferings
HSCI,216,"HSCI 100 or BISC 101, with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024']","(HSCI100),(BISC101)",3
HSCI,220,HSCI 130 with a minimum grade of C- or permission of the instructor.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(HSCI130),3
HSCI,230,"30 units, including HSCI 130 with a minimum grade of C-, or permission of the instructor.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI130),5
HSCI,305,"60 units, including nine HSCI units with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,308,45 units. Recommended: HSCI 130.,"['Summer 2025', 'Summer 2024']",,2
HSCI,310,60 units including HSCI 130 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']",(HSCI130),2
HSCI,312,"60 units, including either HSCI 130 or BPK 140, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']","(HSCI130),(BPK140)",4
HSCI,321,MBB 231 with a minimum grade of C- or permission of the instructor.,"['Spring 2025', 'Spring 2024']",(MBB231),2
HSCI,323,"MBB 231, CHEM 282, both with a minimum grade of C-.",['Fall 2024'],"(MBB231,CHEM282)",1
HSCI,324,BISC 202 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(BISC202),3
HSCI,326,MBB 231 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(MBB231),5
HSCI,333,"60 units and completion of one of: HSCI 100, BISC 100, BISC 101 or BISC 102, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(HSCI100,BISC100,BISC101,BISC102)",2
HSCI,336,MBB 231 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(MBB231),3
HSCI,338,MBB 222 with a minimum grade of C- or permission of the instructor. Corequisite: BISC 303.,['Fall 2024'],"(MBB222,BISC303)",1
HSCI,340,"60 units and two HSCI 200-level courses with a minimum grade of C-, one of which may be taken concurrently.","['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
HSCI,341,"HSCI 230, and STAT 201 or 203 or 205, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(HSCI230,STAT201,STAT203,STAT205)",3
HSCI,345,45 units. HSCI 130 strongly recommended.,['Spring 2025'],(HSCI130),1
HSCI,350,Students must be accepted into the health sciences co-op program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,351,Completion of HSCI 350 Co-op Practicum I.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI350),5
HSCI,402,HSCI 214 with a minimum grade of C-.,"['Fall 2024', 'Summer 2024']",(HSCI214),2
HSCI,403,60 units including HSCI 230 (or 330) with a minimum grade of C-.,['Spring 2025'],"(HSCI230,HSCI330)",1
HSCI,408,"90 units, including HSCI 230 (or 330) with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(HSCI230,HSCI330)",2
HSCI,410,"STAT 302 or STAT 305, with a minimum grade of C-. Recommended: HSCI 230.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(STAT302,STAT305)",3
HSCI,412,"HSCI 312 and two HSCI 200-level courses, with a minimum grade of C-.","['Spring 2025', 'Fall 2024']",(HSCI312),2
HSCI,416,"STAT 302 or STAT 305, and HSCI 207 (or 307) or HSCI 230 (or 330), all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(STAT302,STAT305,HSCI207,HSCI307,HSCI230,HSCI330)",3
HSCI,424,"A minimum of 60 units and HSCI 230 (or 330) with a minimum grade of C- and one of STAT 302 or STAT 305, with a minimum grade of C-.",['Fall 2024'],"(HSCI230,HSCI330,STAT302,STAT305)",1
HSCI,427,"MBB 326 or HSCI 326, with a minimum grade of C, or permission of the instructor.","['Spring 2025', 'Spring 2024']","(MBB326),(HSCI326)",2
HSCI,431,"60 units including either HSCI 212 or 230 (or 330), with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(HSCI212,HSCI230,HSCI330)",3
HSCI,432,HSCI 230 (or 330) with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(HSCI230,HSCI330)",3
HSCI,440,"HSCI 321, HSCI 323, and one of BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(HSCI321,HSCI323,BISC357,MBB308,MBB309W)",3
HSCI,441,"HSCI 338 and one of: BISC 303, BISC 357, MBB 308, or MBB 309, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(HSCI338,BISC303,BISC357,MBB308,MBB309)",2
HSCI,442,"HSCI 326 or MBB 326, and one of BISC 303, BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-.",['Fall 2024'],"(HSCI326,MBB326,BISC303,BISC357,MBB308,MBB309W)",1
HSCI,449,"90 units including HSCI 312 with a minimum grade of C- and HSCI 319 or 327, with a minimum grade of C-. Students may be required to successfully complete a Criminal Record Check.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']","(HSCI312,HSCI319,HSCI327)",4
HSCI,450,Completion of HSCI 351 Co-op Practicum II.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI351),5
HSCI,451,Completion of HSCI 450 Co-op Practicum III.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI450),5
HSCI,452,Completion of HSCI 451 Co-op Practicum IV.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI451),5
HSCI,461,HSCI 216 with a minimum grade of C-.,['Fall 2024'],(HSCI216),1
HSCI,471,Will vary according to topic.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",,4
HSCI,472,Will vary according to topic.,"['Fall 2024', 'Spring 2024']",,2
HSCI,474,"HSCI 323 and either HSCI 321 or MBB 331, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(HSCI323,HSCI321,MBB331)",2
HSCI,475,"HSCI 323, HSCI 324, and MBB 331, all with a minimum grade of C-, or permission of the instructor.","['Spring 2025', 'Summer 2024']","(HSCI323,HSCI324,MBB331)",2
HSCI,477,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade or C- or permission of the instructor.",['Fall 2024'],"(HSCI326,MBB326,HSCI338)",1
HSCI,478,"MBB 331 or HSCI 326 or MBB 326, with a minimum grade of C, or HSCI 338 with a minimum grade of C-.",['Fall 2024'],"(MBB331,HSCI326,MBB326,HSCI338)",1
HSCI,481,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,482,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(HSCI326,MBB326,HSCI338)",2
HSCI,483,"90 units, including HSCI 204 and HSCI 230 (or 330), with a minimum grade of C-.","['Spring 2025', 'Summer 2024']","(HSCI204,HSCI230,HSCI330)",2
HSCI,484,"90 units, including HSCI 230 (or 330) with a minimum grade of C- and either STAT 302 or STAT 305, with a minimum grade of C-.",['Summer 2024'],"(HSCI230,HSCI330,STAT302,STAT305)",1
HSCI,485,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,486,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
HSCI,488,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,489,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,490,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HSCI,491,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI490),5
HSCI,492,"One of HSCI 491, HSCI 493, HSCI 494, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(HSCI491,HSCI493,HSCI494)",5
HSCI,493,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(HSCI490),5
HSCI,494,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Summer 2024']",(HSCI490),3
HSCI,495,Minimum 90 units completed.,"['Fall 2024', 'Spring 2024']",,2
HSCI,496,"HSCI 160 or equivalent, and HSCI 230 (or 330) or equivalent, all with a minimum grade of C-.","['Summer 2025', 'Summer 2024']","(HSCI160,HSCI230,HSCI330)",2
HUM,106,,"['Summer 2025', 'Fall 2024', 'Spring 2024']",,3
HUM,110,,['Fall 2024'],,1
HUM,121,,"['Summer 2025', 'Summer 2024']",,2
HUM,130,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
HUM,150,,['Fall 2024'],,1
HUM,151,,['Fall 2024'],,1
HUM,161,,['Fall 2024'],,1
HUM,162,HUM 161 or permission of the instructor.,"['Spring 2025', 'Spring 2024']",(HUM161),2
HUM,202,,['Spring 2025'],,1
HUM,203,,['Spring 2025'],,1
HUM,204,HUM 130 is recommended.,"['Spring 2025', 'Summer 2024']",(HUM130),2
HUM,209,,['Spring 2025'],,1
HUM,211,,['Fall 2024'],,1
HUM,222,,['Spring 2024'],,1
HUM,231,,['Fall 2024'],,1
HUM,232,,['Spring 2024'],,1
HUM,240,,"['Fall 2024', 'Summer 2024']",,2
HUM,277,Recommended: HUM 110.,"['Summer 2025', 'Summer 2024']",(HUM110),2
HUM,305,45 units.,['Fall 2024'],,1
HUM,309,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
HUM,313,"One of the following courses: ARCH 100, ARCH 201, HUM 110, HUM 231, HUM 232, HUM 277, or by permission of the instructor.",['Spring 2025'],"(ARCH100,ARCH201,HUM110,HUM231,HUM232,HUM277)",1
HUM,318,45 units.,['Fall 2024'],,1
HUM,320,45 units.,"['Spring 2025', 'Spring 2024']",,2
HUM,325,45 units.,['Spring 2025'],,1
HUM,330,45 units.,"['Spring 2025', 'Spring 2024']",,2
HUM,331,45 units.,['Spring 2024'],,1
HUM,340,45 units.,"['Summer 2025', 'Fall 2024', 'Summer 2024']",,3
HUM,349,45 units.,['Spring 2025'],,1
HUM,350,45 units.,"['Summer 2024', 'Spring 2024']",,2
HUM,359,45 units.,['Spring 2025'],,1
HUM,360,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
HUM,381,45 units.,"['Fall 2024', 'Spring 2024']",,2
HUM,382,45 units.,['Summer 2025'],,1
HUM,387,45 units.,['Spring 2025'],,1
HUM,390,"Two of any 300-division global humanities courses or permission of the chair plus permission of instructor. This course may be used only once for credit towards a degree and is reserved for global humanities major, joint major, extended minor, minor and PBD students.","['Fall 2024', 'Spring 2024']",,2
HUM,460,45 units.,['Fall 2024'],,1
HUM,476,"45 units, including six units of lower division history or by permission of instructor.",['Spring 2025'],,1
HUM,480,"45 units, including HUM 101.","['Summer 2024', 'Spring 2024']",(HUM101),2
IAT,102,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,106,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
IAT,110,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
IAT,167,"CMPT 120 (or equivalent first year programming course such as CMPT 102, 125, 126, 128, 130, 135, or 166) with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT120,CMPT102,CMPT125,CMPT126,CMPT128,CMPT130,CMPT135,CMPT166)",5
IAT,201,"Completion of 21 units, including at least one lower division ""W"" course.","['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
IAT,202,IAT 100 with a minimum grade of C- and a minimum of 21 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(IAT100),3
IAT,208,Completion of 21 units.,['Spring 2024'],,1
IAT,210,Completion of 21 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,222,Completion of 21 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
IAT,233,"Completion of 21 units, IAT 102, and IAT 106, both with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(IAT102,IAT106)",3
IAT,235,Completion of 21 units and IAT 102 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(IAT102),4
IAT,238,Completion of 21 units including IAT 102.,"['Summer 2025', 'Spring 2025']",(IAT102),2
IAT,244,Completion of 21 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",,4
IAT,265,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT167,MATH130,MACM101,MATH150,MATH151,MATH154,MATH157)",5
IAT,267,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-. Recommended: IAT 265.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT167,MATH130,MACM101,MATH150,MATH151,MATH154,MATH157)",4
IAT,271,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,272,IAT 271 (or WKTM 100).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT271),(WKTM100)",5
IAT,312,"Completion of 48 units, including IAT 265 with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",(IAT265),4
IAT,313,Completion of 48 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
IAT,320,"Completion of 48 units, including IAT 267 and 222, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(IAT267,IAT222)",2
IAT,333,"Completion of 48 units, including IAT 238 with a minimum grade of C- or IAT 235 with a minimum grade of C- completed before the Spring 2025 term.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT238),(IAT235)",4
IAT,334,"Completion of 48 units, including IAT 235 with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(IAT235),4
IAT,336,IAT 233 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(IAT233),5
IAT,339,"IAT 235 and IAT 265, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT235,IAT265)",5
IAT,340,Completion of 24 units. Recommended: IAT 202 New Media Images.,"['Fall 2024', 'Spring 2024']",,2
IAT,343,"Minimum of 24 units, including MATH 130 or MACM 101 or MATH 150 or MATH 151 or MATH 154 or MATH 157, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']","(MATH130,MACM101,MATH150,MATH151,MATH154,MATH157)",4
IAT,344,Minimum of 48 units and IAT 202 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(IAT202),3
IAT,351,"Completion of 48 units, including IAT 201 and IAT 265, with a minimum grade of C-. Strongly recommended: IAT 267.",['Fall 2024'],"(IAT201,IAT265)",1
IAT,355,"IAT 201 and IAT 267 and either IAT 265 or CMPT 225, all with a minimum grade of C-. Recommended: IAT 235.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(IAT201,IAT267,IAT265,CMPT225)",3
IAT,359,"Completion of 48 units, including IAT 265 with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']",(IAT265),3
IAT,360,"CMPT 120, IAT 265, and IAT 267, all with a minimum grade of C-.",['Fall 2024'],"(CMPT120,IAT265,IAT267)",1
IAT,373,IAT 272 (or WKTM 200).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT272),(WKTM200)",5
IAT,374,IAT 373 (or WKTM 300).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT373),(WKTM300)",5
IAT,375,IAT 374 (or WKTM 400).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT374),(WKTM400)",5
IAT,380,Completion of 45 units.,['Spring 2025'],,1
IAT,386,"Completion of 45 units, and permission of the instructor and of the School is required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,387,"Completion of 45 units, and permission of the School and the instructor is required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,410,"Completion of 60 units, including IAT 265 and IAT 312, with a minimum grade of C-.","['Fall 2024', 'Spring 2024']","(IAT265,IAT312)",2
IAT,431,"Completion of 60 units, including IAT 309W and IAT 333, with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(IAT309W,IAT333)",3
IAT,432,IAT 334 with a minimum grade of C- and completion of 60 units. Recommended: IAT 201 and 235.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(IAT334),4
IAT,438,"Completion of 75 units, including IAT 309W and 333, with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(IAT309W,IAT333)",4
IAT,443,"Completion of 60 units, including IAT 313, IAT 340, and IAT 344, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(IAT313,IAT340,IAT344)",2
IAT,445,"Completion of 60 units, including IAT 343 with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']",(IAT343),3
IAT,459,"Completion of 48 units, including IAT 339 and IAT 359, with a minimum grade of C-.",['Spring 2025'],"(IAT339,IAT359)",1
IAT,460,IAT 360.,['Spring 2025'],(IAT360),1
IAT,461,"IAT 355 and IAT 360, both with a minimum grade of C-.",['Summer 2025'],"(IAT355,IAT360)",1
IAT,480,Completion of 60 units.,['Spring 2025'],,1
IAT,481,Completion of 60 units.,['Spring 2024'],,1
IAT,486,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,487,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
IAT,488,"Completion of 69 units. No more than six units of Directed Studies may be taken, and permission of the instructor and school are required.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
IAT,490,Students accepted into Honours Program and project accepted by a supervisor.,"['Spring 2025', 'Summer 2024', 'Spring 2024']",,3
IAT,491,Students accepted into Honours Program and project accepted by a supervisor.,['Summer 2024'],,1
IAT,499,"Completion of 90 units (ensuring a 4th year equivalent student), including 18 upper division IAT units plus IAT 309W with a minimum grade of C-. Enrollment is competitive - each term we will enroll a maximum of 20 students or team based on the strongest student project ideas and CGPA.","['Spring 2025', 'Spring 2024']",,2
INDG,101,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
INDG,210,or Corequisite: INDG 101 or INDG 201W.,['Fall 2024'],"(INDG101),(INDG201W)",1
INDG,211,,['Fall 2024'],,1
INDG,222,Vary according to topic. Consult course outline on prerequisite(s) of each topic offering.,['Spring 2024'],,1
INDG,232,INDG (or FNST) 101 or 201W.,['Fall 2024'],"(INDG101,FNST101,INDG201W,FNST201W)",1
INDG,250,INDG 101.,['Fall 2024'],(INDG101),1
INDG,286,Recommended: INDG 101.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(INDG101),3
INDG,301,INDG (or FNST) 101 or 201W.,['Fall 2024'],"(INDG101,FNST101,INDG201W,FNST201W)",1
