Department,CourseNumber,ParsedPrerequisites,numberOfOfferings,Prerequisites,Offerings
GEOG,451,"(GEOG251,STAT201,STAT203,STAT205,STAT270,GEOG351,GEOG352,GEOG353,GEOG355,GEOG356)",1,"GEOG 251 or one of STAT 201, 203 (formerly 103), 205, or 270; one of GEOG 351, 352, 353, 355 or 356.",['Fall 2024']
GEOG,457,(GEOG356),1,GEOG 356.,['Spring 2024']
GEOG,465,(GEOG241),2,"At least 60 units, including GEOG 241.","['Spring 2025', 'Spring 2024']"
GEOG,491,,5,105 units and consent of supervisor. See a departmental academic advisor for details.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GERM,110,"(GERM100),(GERM102)",3,GERM 100 (or GERM 102) or equivalent.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
GERM,200,"(GERM110),(GERM103)",1,GERM 110 (or GERM 103) or equivalent.,['Fall 2024']
GERM,210,"(GERM200),(GERM201)",2,GERM 200 (or GERM 201) or equivalent.,"['Spring 2025', 'Spring 2024']"
GERM,300,(GERM202),2,GERM 202 or consent of the instructor.,"['Summer 2025', 'Fall 2024']"
GERO,101,,4,,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
GERO,300,,5,60 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GERO,301,,1,60 units.,['Fall 2024']
GERO,302,,1,60 units. Recommended: GERO 300.,['Spring 2025']
GERO,404,,2,60 units. Recommended: GERO 300.,"['Fall 2024', 'Spring 2024']"
GERO,408,,2,60 units. Recommended: GERO 300.,"['Spring 2025', 'Spring 2024']"
GERO,410,,2,60 units. Recommended: GERO 300.,"['Spring 2025', 'Summer 2024']"
GERO,411,,2,60 units. Recommended: GERO 300.,"['Fall 2024', 'Summer 2024']"
GERO,412,,1,60 units. Recommended: GERO 300.,['Summer 2025']
GERO,413,"(GERO101),(GERO300)",1,Recommended: GERO 101 or 300.,['Spring 2024']
GERO,420,,2,60 units. Recommended: GERO 300.,"['Spring 2025', 'Fall 2024']"
GRK,111,"(GRK100),(GRK191)",2,GRK 100 (or GRK 191) or equivalent.,"['Spring 2025', 'Fall 2024']"
GRK,200,"(GRK111),(GRK192)",2,GRK 111 (or GRK 192) or equivalent.,"['Spring 2025', 'Fall 2024']"
GRK,211,"(GRK200),(GRK291)",2,GRK 200 (or GRK 291) or equivalent.,"['Spring 2025', 'Fall 2024']"
GSWS,101,,4,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']"
GSWS,102,,1,,['Fall 2024']
GSWS,103,,1,,['Spring 2025']
GSWS,200,,2,,"['Fall 2024', 'Summer 2024']"
GSWS,204,,2,,"['Spring 2025', 'Spring 2024']"
GSWS,205,,1,,['Summer 2024']
GSWS,212,,2,,"['Spring 2025', 'Spring 2024']"
GSWS,215,,1,,['Spring 2024']
GSWS,216,,1,,['Summer 2024']
GSWS,305,,1,30 units including three units in GSWS or WS or GDST or LBST.,['Fall 2024']
GSWS,306,,2,30 units including three units in GSWS or WS or GDST.,"['Summer 2025', 'Fall 2024']"
GSWS,312,,2,15 units.,"['Spring 2025', 'Spring 2024']"
GSWS,314,,1,15 units.,['Spring 2025']
GSWS,315,,2,15 units.,"['Fall 2024', 'Spring 2024']"
GSWS,316,,1,30 units.,['Fall 2024']
GSWS,318,,2,"30 units, including three units in GSWS.","['Spring 2025', 'Summer 2024']"
GSWS,319,,2,30 units including three units in GSWS or WS or GDST.,"['Spring 2025', 'Fall 2024']"
GSWS,320,,3,15 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
GSWS,321,,2,15 units.,"['Spring 2025', 'Spring 2024']"
GSWS,331,,1,"30 units, including three unist in GSWS. Students who have taken GDST 301, or WS 301 Special Topics: Theorizing Queer Genders may not take this course for further credit.",['Spring 2024']
GSWS,332,,1,15 units.,['Fall 2024']
GSWS,333,,2,30 units including three units in GSWS or WS or GDST.,"['Summer 2025', 'Summer 2024']"
GSWS,341,,1,"45 units, including six units of lower division history.",['Spring 2024']
GSWS,388,,1,15 units.,['Fall 2024']
GSWS,399,,1,30 units.,['Summer 2024']
GSWS,401,"(GSWS101,WS101,GSWS102,WS102)",4,Nine units in GSWS including GSWS 101 (or WS 101) and/or GSWS 102 (or WS 102) and approval of the course proposal by the department.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GSWS,402,"(GSWS101,WS101,GSWS102,WS102)",4,Nine units in GSWS including GSWS 101 (or WS 101) and/or GSWS 102 (or WS 102) and approval of course proposal by Dept.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GSWS,403,"(GSWS101,WS101,GSWS102,WS102)",4,nine units in GSWS including GSWS 101 (or WS 101) or GSWS 102 (or WS 102) and approval of course proposal by Dept.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GSWS,411,,3,"45 units, including six units in GSWS.","['Summer 2025', 'Spring 2025', 'Summer 2024']"
GSWS,414,,1,"45 units, including 6 units in GSWS.",['Fall 2024']
GSWS,416,,1,"45 units, including six units in GSWS.",['Fall 2024']
GSWS,431,,1,45 units including six units in GSWS or CA.,['Spring 2024']
GSWS,433,,2,"45 units, including six units in GSWS or WS or GDST.","['Spring 2025', 'Spring 2024']"
HIST,101,,1,,['Fall 2024']
HIST,104,,2,,"['Spring 2025', 'Spring 2024']"
HIST,106,,2,,"['Fall 2024', 'Spring 2024']"
HIST,111,,2,,"['Spring 2025', 'Summer 2024']"
HIST,130,,2,,"['Spring 2025', 'Fall 2024']"
HIST,132,,2,,"['Fall 2024', 'Spring 2024']"
HIST,135,,2,,"['Summer 2025', 'Fall 2024']"
HIST,151,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HIST,185,,1,,['Summer 2024']
HIST,200,,3,,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
HIST,204,"(HIST101,HIST102W)",1,Recommended: HIST 101 and 102W.,['Spring 2024']
HIST,206,,2,,"['Spring 2025', 'Spring 2024']"
HIST,212,(HIST104),1,Recommended: HIST 104.,['Fall 2024']
HIST,213,(HIST212),1,Recommended: HIST 212.,['Spring 2025']
HIST,215,,2,,"['Spring 2025', 'Spring 2024']"
HIST,220,,1,,['Summer 2025']
HIST,223,,1,,['Spring 2024']
HIST,224,,2,,"['Summer 2025', 'Fall 2024']"
HIST,225,,2,,"['Spring 2025', 'Spring 2024']"
HIST,236,,1,,['Summer 2024']
HIST,243,,1,,['Spring 2024']
HIST,252,,1,,['Summer 2025']
HIST,254,,1,,['Fall 2024']
HIST,255,,2,,"['Spring 2025', 'Spring 2024']"
HIST,276,,1,,['Fall 2024']
HIST,288,,1,,['Spring 2025']
HIST,300,,1,"45 units, including six units of lower division history.",['Fall 2024']
HIST,315,,2,"45 units, including six units of lower division history.","['Summer 2025', 'Summer 2024']"
HIST,320,"(HIST220,HIST223)",1,"45 units, including six units of lower division history. Strongly recommended: HIST 220 or 223.",['Spring 2024']
HIST,325,,1,"45 units, including six units of lower division history.",['Fall 2024']
HIST,326,,2,"45 units, including six units of lower division history.","['Spring 2025', 'Spring 2024']"
HIST,332,,1,"45 units, including six units of lower division history.",['Fall 2024']
HIST,334,(HIST106),1,"45 units, including six units of lower division history. Recommended: HIST 106.",['Fall 2024']
HIST,335,,1,"45 units, including six units of lower division history.",['Spring 2025']
HIST,336,"(HIST223,HIST224)",1,"45 units, including six units of lower division history. Recommended: HIST 223 or 224.",['Spring 2025']
HIST,338,(HIST225),4,"45 units, including six units of lower division history. Recommended: HIST 225.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HIST,341,,1,"45 units, including six units of lower division history.",['Spring 2024']
HIST,344,,1,"45 units, including six units of lower division history.",['Summer 2024']
HIST,354,"(HIST151,HIST249)",1,"45 units, including six units of lower division history. Recommended: one of HIST 151, 249.",['Spring 2024']
HIST,355,"(HIST151,HIST249)",1,"45 units, including six units of lower division history. Recommended: one of HIST 151, 249.",['Spring 2024']
HIST,358,,1,"45 units, including six units of lower division history.",['Summer 2025']
HIST,359,,1,45 units.,['Spring 2025']
HIST,371,,2,"45 units, including six units of lower division history. Recommended: at least one course on modern Japan.","['Summer 2025', 'Summer 2024']"
HIST,372,,1,"45 units, including six units of lower division history or enrollment in the Urban Studies Certificate program.",['Spring 2025']
HIST,376,,1,"45 units, including six units of lower division history.",['Spring 2024']
HIST,382,,1,45 units including 9 units of lower division History.,['Fall 2024']
HIST,390,,1,"45 units, including six units of lower division history.",['Spring 2025']
HIST,400,,1,Admission to the honours program in history.,['Fall 2024']
HIST,402,"(HIST220,HIST223,HUM219,HUM305,HUM311,HUM312W)",1,"45 units including nine units of lower division history and one of HIST 220, 223, HUM 219, 305, 311, 312W or permission of the department.",['Spring 2024']
HIST,404,(HIST315),2,45 units including nine units of lower division history. Recommended: HIST 315.,"['Spring 2025', 'Spring 2024']"
HIST,420,,1,45 units including nine units of lower division history.,['Fall 2024']
HIST,424,"(HIST101,HIST102W)",1,"45 units including nine units of lower division history. Recommended: HIST 101, 102W.",['Spring 2025']
HIST,427,,1,45 units including nine units of lower division history.,['Fall 2024']
HIST,428,"(HIST101,HIST102W)",1,"45 units including nine units of lower division history. Recommended: HIST 101, 102W.",['Summer 2024']
HIST,430,"(HIST101,HIST102W,HIST104)",2,"45 units, including nine units of lower division history or permission of the instructor. Recommended: HIST 101, 102W, 104.","['Spring 2025', 'Spring 2024']"
HIST,432,,1,45 units including nine units of lower division history.,['Summer 2025']
HIST,435,,1,"45 units including nine units of lower division history, or permission of the department.",['Fall 2024']
HIST,436,"(HIST101,HIST102W)",1,45 units including nine units of lower division history. Recommended: HIST 101 and 102W.,['Spring 2024']
HIST,440,,1,"45 units, including nine units of lower division history.",['Spring 2025']
HIST,441,,1,45 units.,['Fall 2024']
HIST,454,(HIST115),2,"45 units, including 9 units of lower-division HIST or 9 units of GSWS. Recommended: HIST 115.","['Spring 2025', 'Spring 2024']"
HIST,464,,1,45 units including nine units of lower division history.,['Fall 2024']
HIST,467,"(HIST151,HIST249,HIST350,HIST354,HIST355)",2,"45 units including nine units of lower division history and one of HIST 151, 249, 350, 354, 355 or permission of the department.","['Spring 2025', 'Spring 2024']"
HIST,476,,1,"45 units, including six units of lower division history or by permission of instructor.",['Spring 2025']
HIST,485,,2,45 units including nine units of lower division history.,"['Summer 2024', 'Spring 2024']"
HIST,489,,4,45 units including nine units of lower division history. Recommended: at least three upper division courses in history.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HIST,490,,2,45 units including nine units of lower division history. Recommended: at least three upper division courses in history.,"['Summer 2024', 'Spring 2024']"
HIST,494,,2,Admission to the honours program in history.,"['Spring 2025', 'Spring 2024']"
HIST,498,,2,Admission to the honours program in History.,"['Spring 2025', 'Spring 2024']"
HSCI,120,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,130,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,160,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,180,,1,,['Spring 2024']
HSCI,199,,2,Will vary according to topic. Corequisite: Will vary according to topic.,"['Summer 2025', 'Summer 2024']"
HSCI,204,"(HSCI100,BISC101,HSCI130)",2,"HSCI 100 or BISC 101, HSCI 130, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,206,(HSCI130),2,HSCI 130 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
HSCI,207,"(HSCI130,STAT201,STAT203,STAT205)",3,HSCI 130 with a minimum grade of C-. Corequisite: STAT 201 or 203 or 205.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,211,"(HSCI100,BISC101,HSCI130)",2,"HSCI 100 or BISC 101, HSCI 130, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,212,"(HSCI100,BISC101,HSCI130)",2,"HSCI 100 or BISC 101, HSCI 130, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,214,"(HSCI100,BISC101,HSCI130)",1,"HSCI 100 or BISC 101, HSCI 130, all with a minimum grade of C-.",['Fall 2024']
HSCI,216,"(HSCI100),(BISC101)",3,"HSCI 100 or BISC 101, with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
HSCI,220,(HSCI130),3,HSCI 130 with a minimum grade of C- or permission of the instructor.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,230,(HSCI130),5,"30 units, including HSCI 130 with a minimum grade of C-, or permission of the instructor.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,305,,5,"60 units, including nine HSCI units with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,308,,2,45 units. Recommended: HSCI 130.,"['Summer 2025', 'Summer 2024']"
HSCI,310,(HSCI130),2,60 units including HSCI 130 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
HSCI,312,"(HSCI130),(BPK140)",4,"60 units, including either HSCI 130 or BPK 140, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,321,(MBB231),2,MBB 231 with a minimum grade of C- or permission of the instructor.,"['Spring 2025', 'Spring 2024']"
HSCI,323,"(MBB231,CHEM282)",1,"MBB 231, CHEM 282, both with a minimum grade of C-.",['Fall 2024']
HSCI,324,(BISC202),3,BISC 202 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,326,(MBB231),5,MBB 231 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,333,"(HSCI100,BISC100,BISC101,BISC102)",2,"60 units and completion of one of: HSCI 100, BISC 100, BISC 101 or BISC 102, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,336,(MBB231),3,MBB 231 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,338,"(MBB222,BISC303)",1,MBB 222 with a minimum grade of C- or permission of the instructor. Corequisite: BISC 303.,['Fall 2024']
HSCI,340,,3,"60 units and two HSCI 200-level courses with a minimum grade of C-, one of which may be taken concurrently.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,341,"(HSCI230,STAT201,STAT203,STAT205)",3,"HSCI 230, and STAT 201 or 203 or 205, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,345,(HSCI130),1,45 units. HSCI 130 strongly recommended.,['Spring 2025']
HSCI,350,,5,Students must be accepted into the health sciences co-op program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,351,(HSCI350),5,Completion of HSCI 350 Co-op Practicum I.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,402,(HSCI214),2,HSCI 214 with a minimum grade of C-.,"['Fall 2024', 'Summer 2024']"
HSCI,403,"(HSCI230,HSCI330)",1,60 units including HSCI 230 (or 330) with a minimum grade of C-.,['Spring 2025']
HSCI,408,"(HSCI230,HSCI330)",2,"90 units, including HSCI 230 (or 330) with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,410,"(STAT302,STAT305)",3,"STAT 302 or STAT 305, with a minimum grade of C-. Recommended: HSCI 230.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,412,(HSCI312),2,"HSCI 312 and two HSCI 200-level courses, with a minimum grade of C-.","['Spring 2025', 'Fall 2024']"
HSCI,416,"(STAT302,STAT305,HSCI207,HSCI307,HSCI230,HSCI330)",3,"STAT 302 or STAT 305, and HSCI 207 (or 307) or HSCI 230 (or 330), all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,424,"(HSCI230,HSCI330,STAT302,STAT305)",1,"A minimum of 60 units and HSCI 230 (or 330) with a minimum grade of C- and one of STAT 302 or STAT 305, with a minimum grade of C-.",['Fall 2024']
HSCI,427,"(MBB326),(HSCI326)",2,"MBB 326 or HSCI 326, with a minimum grade of C, or permission of the instructor.","['Spring 2025', 'Spring 2024']"
HSCI,431,"(HSCI212,HSCI230,HSCI330)",3,"60 units including either HSCI 212 or 230 (or 330), with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,432,"(HSCI230,HSCI330)",3,HSCI 230 (or 330) with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,440,"(HSCI321,HSCI323,BISC357,MBB308,MBB309W)",3,"HSCI 321, HSCI 323, and one of BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,441,"(HSCI338,BISC303,BISC357,MBB308,MBB309)",2,"HSCI 338 and one of: BISC 303, BISC 357, MBB 308, or MBB 309, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,442,"(HSCI326,MBB326,BISC303,BISC357,MBB308,MBB309W)",1,"HSCI 326 or MBB 326, and one of BISC 303, BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-.",['Fall 2024']
HSCI,449,"(HSCI312,HSCI319,HSCI327)",4,"90 units including HSCI 312 with a minimum grade of C- and HSCI 319 or 327, with a minimum grade of C-. Students may be required to successfully complete a Criminal Record Check.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
HSCI,450,(HSCI351),5,Completion of HSCI 351 Co-op Practicum II.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,451,(HSCI450),5,Completion of HSCI 450 Co-op Practicum III.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,452,(HSCI451),5,Completion of HSCI 451 Co-op Practicum IV.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,461,(HSCI216),1,HSCI 216 with a minimum grade of C-.,['Fall 2024']
HSCI,471,,4,Will vary according to topic.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
HSCI,472,,2,Will vary according to topic.,"['Fall 2024', 'Spring 2024']"
HSCI,474,"(HSCI323,HSCI321,MBB331)",2,"HSCI 323 and either HSCI 321 or MBB 331, all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,475,"(HSCI323,HSCI324,MBB331)",2,"HSCI 323, HSCI 324, and MBB 331, all with a minimum grade of C-, or permission of the instructor.","['Spring 2025', 'Summer 2024']"
HSCI,477,"(HSCI326,MBB326,HSCI338)",1,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade or C- or permission of the instructor.",['Fall 2024']
HSCI,478,"(MBB331,HSCI326,MBB326,HSCI338)",1,"MBB 331 or HSCI 326 or MBB 326, with a minimum grade of C, or HSCI 338 with a minimum grade of C-.",['Fall 2024']
HSCI,481,,5,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,482,"(HSCI326,MBB326,HSCI338)",2,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
HSCI,483,"(HSCI204,HSCI230,HSCI330)",2,"90 units, including HSCI 204 and HSCI 230 (or 330), with a minimum grade of C-.","['Spring 2025', 'Summer 2024']"
HSCI,484,"(HSCI230,HSCI330,STAT302,STAT305)",1,"90 units, including HSCI 230 (or 330) with a minimum grade of C- and either STAT 302 or STAT 305, with a minimum grade of C-.",['Summer 2024']
HSCI,485,,5,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,486,,4,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
HSCI,488,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,489,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,490,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,491,(HSCI490),5,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,492,"(HSCI491,HSCI493,HSCI494)",5,"One of HSCI 491, HSCI 493, HSCI 494, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,493,(HSCI490),5,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,494,(HSCI490),3,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
HSCI,495,,2,Minimum 90 units completed.,"['Fall 2024', 'Spring 2024']"
HSCI,496,"(HSCI160,HSCI230,HSCI330)",2,"HSCI 160 or equivalent, and HSCI 230 (or 330) or equivalent, all with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
HUM,106,,3,,"['Summer 2025', 'Fall 2024', 'Spring 2024']"
HUM,110,,1,,['Fall 2024']
HUM,121,,2,,"['Summer 2025', 'Summer 2024']"
HUM,130,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
