Department,CourseNumber,Prerequisites,Offerings
HSCI,492,"One of HSCI 491, HSCI 493, HSCI 494, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,493,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HSCI,494,HSCI 490 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
HSCI,495,Minimum 90 units completed.,"['Fall 2024', 'Spring 2024']"
HSCI,496,"HSCI 160 or equivalent, and HSCI 230 (or 330) or equivalent, all with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
HUM,106,,"['Summer 2025', 'Fall 2024', 'Spring 2024']"
HUM,110,,['Fall 2024']
HUM,121,,"['Summer 2025', 'Summer 2024']"
HUM,130,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
HUM,150,,['Fall 2024']
HUM,151,,['Fall 2024']
HUM,161,,['Fall 2024']
HUM,162,HUM 161 or permission of the instructor.,"['Spring 2025', 'Spring 2024']"
HUM,202,,['Spring 2025']
HUM,203,,['Spring 2025']
HUM,204,HUM 130 is recommended.,"['Spring 2025', 'Summer 2024']"
HUM,209,,['Spring 2025']
HUM,211,,['Fall 2024']
HUM,222,,['Spring 2024']
HUM,231,,['Fall 2024']
HUM,232,,['Spring 2024']
HUM,240,,"['Fall 2024', 'Summer 2024']"
HUM,277,Recommended: HUM 110.,"['Summer 2025', 'Summer 2024']"
HUM,305,45 units.,['Fall 2024']
HUM,309,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HUM,313,"One of the following courses: ARCH 100, ARCH 201, HUM 110, HUM 231, HUM 232, HUM 277, or by permission of the instructor.",['Spring 2025']
HUM,318,45 units.,['Fall 2024']
HUM,320,45 units.,"['Spring 2025', 'Spring 2024']"
HUM,325,45 units.,['Spring 2025']
HUM,330,45 units.,"['Spring 2025', 'Spring 2024']"
HUM,331,45 units.,['Spring 2024']
HUM,340,45 units.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
HUM,349,45 units.,['Spring 2025']
HUM,350,45 units.,"['Summer 2024', 'Spring 2024']"
HUM,359,45 units.,['Spring 2025']
HUM,360,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
HUM,381,45 units.,"['Fall 2024', 'Spring 2024']"
HUM,382,45 units.,['Summer 2025']
HUM,387,45 units.,['Spring 2025']
HUM,390,"Two of any 300-division global humanities courses or permission of the chair plus permission of instructor. This course may be used only once for credit towards a degree and is reserved for global humanities major, joint major, extended minor, minor and PBD students.","['Fall 2024', 'Spring 2024']"
HUM,460,45 units.,['Fall 2024']
HUM,476,"45 units, including six units of lower division history or by permission of instructor.",['Spring 2025']
HUM,480,"45 units, including HUM 101.","['Summer 2024', 'Spring 2024']"
IAT,102,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,106,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,110,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,167,"CMPT 120 (or equivalent first year programming course such as CMPT 102, 125, 126, 128, 130, 135, or 166) with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,201,"Completion of 21 units, including at least one lower division ""W"" course.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,202,IAT 100 with a minimum grade of C- and a minimum of 21 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,208,Completion of 21 units.,['Spring 2024']
IAT,210,Completion of 21 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,222,Completion of 21 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,233,"Completion of 21 units, IAT 102, and IAT 106, both with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,235,Completion of 21 units and IAT 102 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,238,Completion of 21 units including IAT 102.,"['Summer 2025', 'Spring 2025']"
IAT,244,Completion of 21 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
IAT,265,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,267,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-. Recommended: IAT 265.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,271,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,272,IAT 271 (or WKTM 100).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,312,"Completion of 48 units, including IAT 265 with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,313,Completion of 48 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,320,"Completion of 48 units, including IAT 267 and 222, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
IAT,333,"Completion of 48 units, including IAT 238 with a minimum grade of C- or IAT 235 with a minimum grade of C- completed before the Spring 2025 term.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,334,"Completion of 48 units, including IAT 235 with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,336,IAT 233 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,339,"IAT 235 and IAT 265, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,340,Completion of 24 units. Recommended: IAT 202 New Media Images.,"['Fall 2024', 'Spring 2024']"
IAT,343,"Minimum of 24 units, including MATH 130 or MACM 101 or MATH 150 or MATH 151 or MATH 154 or MATH 157, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,344,Minimum of 48 units and IAT 202 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,351,"Completion of 48 units, including IAT 201 and IAT 265, with a minimum grade of C-. Strongly recommended: IAT 267.",['Fall 2024']
IAT,355,"IAT 201 and IAT 267 and either IAT 265 or CMPT 225, all with a minimum grade of C-. Recommended: IAT 235.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,359,"Completion of 48 units, including IAT 265 with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,360,"CMPT 120, IAT 265, and IAT 267, all with a minimum grade of C-.",['Fall 2024']
IAT,373,IAT 272 (or WKTM 200).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,374,IAT 373 (or WKTM 300).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,375,IAT 374 (or WKTM 400).,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,380,Completion of 45 units.,['Spring 2025']
IAT,386,"Completion of 45 units, and permission of the instructor and of the School is required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,387,"Completion of 45 units, and permission of the School and the instructor is required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,410,"Completion of 60 units, including IAT 265 and IAT 312, with a minimum grade of C-.","['Fall 2024', 'Spring 2024']"
IAT,431,"Completion of 60 units, including IAT 309W and IAT 333, with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,432,IAT 334 with a minimum grade of C- and completion of 60 units. Recommended: IAT 201 and 235.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,438,"Completion of 75 units, including IAT 309W and 333, with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,443,"Completion of 60 units, including IAT 313, IAT 340, and IAT 344, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
IAT,445,"Completion of 60 units, including IAT 343 with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
IAT,459,"Completion of 48 units, including IAT 339 and IAT 359, with a minimum grade of C-.",['Spring 2025']
IAT,460,IAT 360.,['Spring 2025']
IAT,461,"IAT 355 and IAT 360, both with a minimum grade of C-.",['Summer 2025']
IAT,480,Completion of 60 units.,['Spring 2025']
IAT,481,Completion of 60 units.,['Spring 2024']
IAT,486,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,487,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,488,"Completion of 69 units. No more than six units of Directed Studies may be taken, and permission of the instructor and school are required.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IAT,490,Students accepted into Honours Program and project accepted by a supervisor.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
IAT,491,Students accepted into Honours Program and project accepted by a supervisor.,['Summer 2024']
IAT,499,"Completion of 90 units (ensuring a 4th year equivalent student), including 18 upper division IAT units plus IAT 309W with a minimum grade of C-. Enrollment is competitive - each term we will enroll a maximum of 20 students or team based on the strongest student project ideas and CGPA.","['Spring 2025', 'Spring 2024']"
INDG,101,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INDG,210,or Corequisite: INDG 101 or INDG 201W.,['Fall 2024']
INDG,211,,['Fall 2024']
INDG,222,Vary according to topic. Consult course outline on prerequisite(s) of each topic offering.,['Spring 2024']
INDG,232,INDG (or FNST) 101 or 201W.,['Fall 2024']
INDG,250,INDG 101.,['Fall 2024']
INDG,286,Recommended: INDG 101.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
INDG,301,INDG (or FNST) 101 or 201W.,['Fall 2024']
INDG,305,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INDG,310,INDG 101.,['Summer 2024']
INDG,322,Will vary according to the topic.,['Fall 2024']
INDG,325,45 units including INDG (or FNST) 101 or 201W.,['Fall 2024']
INDG,326,45 units including INDG (or FNST) 101 or 201W.,"['Spring 2025', 'Spring 2024']"
INDG,327,INDG (or FNST) 101 or INDG (or FNST) 201W.,"['Spring 2025', 'Spring 2024']"
INDG,329,45 units.,['Spring 2024']
INDG,332,INDG (or FNST) 101 or INDG (or FNST) 201W.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
INDG,333,Either INDG (or FNST) 101 or 201W.,['Fall 2024']
INDG,360,45 units.,"['Fall 2024', 'Spring 2024']"
INDG,363,45 units and permission of instructor; no previous artistic training and/or experience are required.,['Spring 2024']
INDG,401,INDG (or FNST) 101 or 201W. Recommended: POL 221.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
INDG,403,INDG (or FNST) 101 or INDG (or FNST) 201W.,"['Spring 2025', 'Spring 2024']"
INDG,410,or Corequisite: INDG 101 or 201W.,['Spring 2025']
INDG,419,"INDG (or FNST) 101 or 201W, or CRIM 101, or permission of the instructor.",['Fall 2024']
INDG,422,Will vary according to the topic.,['Summer 2025']
INDG,429,"INDG (or FNST) 101 or 201W, or CRIM 101, or permission of instructor.","['Spring 2025', 'Spring 2024']"
INDG,435,"INDG 101 or INDG 201W, and permission of the instructor. Students must successfully complete a Criminal Record Check.",['Summer 2025']
INDG,442,15 units in Indigenous (or First Nations) studies. Corequisite: Permission of an instructor and department.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INDG,447,15 units of INDG (or FNST) courses; permission of an instructor and department approval. Corequisite: Varies depending on topic.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,130,Students in the Indigenous Studies program should complete INLG 133 before INLG 130.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,133,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,134,INLG (or FNLG) 133.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
INLG,158,,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
INLG,200,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
INLG,233,INLG (or FNLG) 134.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,234,INLG (or FNLG) 233.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,258,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,300,"Completion of Certificate in Indigenous Language Proficiency offered in the same language as INLG (or FNLG) 300, including INLG (or FNLG) 200 or LING 220; or with permission of instructor.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,333,Completion of Certificate in Indigenous Language Proficiency; or with permission of instructor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,334,Completion of Certificate in Indigenous Language Proficiency including INLG (or FNLG) 333 (or as corequisite); or permission of instructor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
INLG,335,"INLG (or FNLG) 130, INLG (or FNLG) 133, INLG (or FNLG) 233 or permission of instructor. Recommended: LING 360.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,358,Completion of Certificate in Indigenous Language Proficiency including INLG (or FNLG) 258; or permission of instructor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,433,INLG (or FNLG) 332 or permission of course supervisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,434,INLG (or FNLG) 433 or permission of course supervisor. Recommended: LING 431 and 432.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,435,"LING 220, INLG (or FNLG) 332 or permission of instructor. Recommended: LING 360, 431 and 432.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
INLG,458,Completion of Certificate in Indigenous Language Proficiency including INLG (or FNLG) 358; or permission of instructor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IS,101,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IS,105,,"['Summer 2025', 'Fall 2024', 'Spring 2024']"
IS,200,,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
IS,210,,"['Spring 2025', 'Spring 2024']"
IS,220,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IS,221,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IS,230,,"['Spring 2025', 'Spring 2024']"
IS,265,,"['Fall 2024', 'Spring 2024']"
IS,300,IS 101 and 45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IS,302,45 units.,['Summer 2024']
IS,304,45 units. Recommended: IS 200 and HIST 335.,['Fall 2024']
IS,305,45 units.,['Summer 2025']
IS,306,45 units.,"['Spring 2025', 'Summer 2024']"
IS,307,45 units.,['Summer 2025']
IS,309,45 units.,['Fall 2024']
IS,310,45 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
IS,314,45 units.,"['Spring 2025', 'Summer 2024']"
IS,315,45 units.,"['Spring 2025', 'Fall 2024']"
IS,319,45 units.,['Spring 2024']
IS,322,45 units. Recommended: IS 200.,['Spring 2024']
IS,329,45 units.,['Fall 2024']
IS,333,45 units.,['Spring 2024']
IS,339,45 units.,['Spring 2024']
IS,365,45 units.,"['Fall 2024', 'Spring 2024']"
IS,385,45 units.,['Spring 2025']
IS,402,45 units.,['Spring 2024']
IS,410,90 units.,['Fall 2024']
IS,419,45 units.,['Fall 2024']
IS,423,45 units.,['Fall 2024']
IS,427,45 units.,"['Spring 2025', 'Spring 2024']"
IS,428,75 units. International studies major or honours students and written application to the school no later than the last day of classes of the preceding term.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IS,444,45 units.,"['Summer 2025', 'Summer 2024']"
IS,451,90 units. International Studies major or honours students.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
IS,465,45 units.,['Spring 2025']
IS,490,Admission is by permission of the instructor and the School.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IS,497,"Completion of 60 units and a minimum CGPA of 3.0 is required. International Studies major or honours students. Students must successfully complete a Criminal Record Check, if required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
IS,499,Minimum grade of B+ in IS 490.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ITAL,110,ITAL 100 or equivalent.,"['Spring 2025', 'Spring 2024']"
ITAL,200,ITAL 110 (or ITAL 101) or equivalent.,['Spring 2024']
ITAL,210,ITAL 200 or equivalent.,['Summer 2024']
ITAL,300,ITAL 201 or permission of Instructor.,['Fall 2024']
ITAL,360,45 units or permission of the department.,"['Summer 2025', 'Summer 2024']"
ITAL,400,ITAL 300 or permission from the instructor.,['Spring 2025']
JAPN,110,JAPN 100 or equivalent. Students who took Japanese courses in secondary school and/or with previous knowledge of Japanese may need to be evaluated for placement into JAPN 110 or higher level of courses and are required to contact the instructor before enrollment.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
JAPN,200,JAPN 110 (or JAPN 101) or equivalent.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
JAPN,210,JAPN 200 or equivalent.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
JAPN,300,JAPN 201 or by permission of the department,['Spring 2024']
JAPN,301,JAPN 300 or by permission of the department.,"['Fall 2024', 'Summer 2024']"
