Department,Course Number,Prerequisites,Offerings,Parsed Prerequisites,Number of Offerings,Simple Prerequisites
HSCI,431,"60 units including either HSCI 212 or 230 (or 330), with a minimum grade of C-.","Spring 2025, Fall 2024, Spring 2024","(HSCI212),(HSCI230),(HSCI330)",3,"HSCI212, HSCI230, HSCI330"
HSCI,432,HSCI 230 (or 330) with a minimum grade of C-.,"Spring 2025, Fall 2024, Spring 2024","(HSCI230),(HSCI330)",3,"HSCI230, HSCI330"
HSCI,440,"HSCI 321, HSCI 323, and one of BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-.","Spring 2025, Fall 2024, Spring 2024","(HSCI321,HSCI323,BISC357),(HSCI321,HSCI323,MBB308),(HSCI321,HSCI323,MBB309W)",3,"BISC357, HSCI321, HSCI323, MBB308, MBB309W"
HSCI,441,"HSCI 338 and one of: BISC 303, BISC 357, MBB 308, or MBB 309, all with a minimum grade of C-.","Spring 2025, Spring 2024","(HSCI338,BISC303),(HSCI338,BISC357),(HSCI338,MBB308),(HSCI338,MBB309)",2,"BISC303, BISC357, HSCI338, MBB308, MBB309"
HSCI,442,"HSCI 326 or MBB 326, and one of BISC 303, BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-.",Fall 2024,"(HSCI326,BISC303),(HSCI326,BISC357),(HSCI326,MBB308),(HSCI326,MBB309W),(MBB326,BISC303),(MBB326,BISC357),(MBB326,MBB308),(MBB326,MBB309W)",1,"BISC303, BISC357, HSCI326, MBB308, MBB309W, MBB326"
HSCI,449,"90 units including HSCI 312 with a minimum grade of C- and HSCI 319 or 327, with a minimum grade of C-. Students may be required to successfully complete a Criminal Record Check.","Summer 2025, Spring 2025, Summer 2024, Spring 2024","(HSCI312,HSCI319),(HSCI312,HSCI327)",4,"HSCI312, HSCI319, HSCI327"
HSCI,450,Completion of HSCI 351 Co-op Practicum II.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(HSCI351),5,HSCI351
HSCI,451,Completion of HSCI 450 Co-op Practicum III.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(HSCI450),5,HSCI450
HSCI,452,Completion of HSCI 451 Co-op Practicum IV.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(HSCI451),5,HSCI451
HSCI,461,HSCI 216 with a minimum grade of C-.,Fall 2024,(HSCI216),1,HSCI216
HSCI,471,Will vary according to topic.,"Summer 2025, Spring 2025, Summer 2024, Spring 2024",N/A,4,N/A
HSCI,472,Will vary according to topic.,"Fall 2024, Spring 2024",N/A,2,N/A
HSCI,474,"HSCI 323 and either HSCI 321 or MBB 331, all with a minimum grade of C-.","Spring 2025, Spring 2024","(HSCI323,HSCI321),(HSCI323,MBB331)",2,"HSCI321, HSCI323, MBB331"
HSCI,475,"HSCI 323, HSCI 324, and MBB 331, all with a minimum grade of C-, or permission of the instructor.","Spring 2025, Summer 2024","(HSCI323,HSCI324,MBB331)",2,"HSCI323, HSCI324, MBB331"
HSCI,477,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade or C- or permission of the instructor.",Fall 2024,"(HSCI326),(MBB326),(HSCI338)",1,"HSCI326, HSCI338, MBB326"
HSCI,478,"MBB 331 or HSCI 326 or MBB 326, with a minimum grade of C, or HSCI 338 with a minimum grade of C-.",Fall 2024,"(MBB331),(HSCI326),(MBB326),(HSCI338)",1,"HSCI326, HSCI338, MBB326, MBB331"
HSCI,481,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
HSCI,482,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade of C-.","Spring 2025, Spring 2024","(HSCI326),(MBB326),(HSCI338)",2,"HSCI326, HSCI338, MBB326"
HSCI,483,"90 units, including HSCI 204 and HSCI 230 (or 330), with a minimum grade of C-.","Spring 2025, Summer 2024","(HSCI204,HSCI230),(HSCI204,HSCI330)",2,"HSCI204, HSCI230, HSCI330"
HSCI,484,"90 units, including HSCI 230 (or 330) with a minimum grade of C- and either STAT 302 or STAT 305, with a minimum grade of C-.",Summer 2024,"(HSCI230,STAT302),(HSCI230,STAT305),(HSCI330,STAT302),(HSCI330,STAT305)",1,"HSCI230, HSCI330, STAT302, STAT305"
HSCI,485,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
HSCI,486,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic.","Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
HSCI,488,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
HSCI,489,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
HSCI,490,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
HSCI,491,HSCI 490 with a minimum grade of C-.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(HSCI490),5,HSCI490
HSCI,492,"One of HSCI 491, HSCI 493, HSCI 494, with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(HSCI491),(HSCI493),(HSCI494)",5,"HSCI491, HSCI493, HSCI494"
HSCI,493,HSCI 490 with a minimum grade of C-.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(HSCI490),5,HSCI490
HSCI,494,HSCI 490 with a minimum grade of C-.,"Summer 2025, Spring 2025, Summer 2024",(HSCI490),3,HSCI490
HSCI,495,Minimum 90 units completed.,"Fall 2024, Spring 2024",N/A,2,N/A
HSCI,496,"HSCI 160 or equivalent, and HSCI 230 (or 330) or equivalent, all with a minimum grade of C-.","Summer 2025, Summer 2024","(HSCI160,HSCI230),(HSCI160,HSCI330)",2,"HSCI160, HSCI230, HSCI330"
HUM,106,N/A,"Summer 2025, Fall 2024, Spring 2024",N/A,3,N/A
HUM,110,N/A,Fall 2024,N/A,1,N/A
HUM,121,N/A,"Summer 2025, Summer 2024",N/A,2,N/A
HUM,130,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
HUM,150,N/A,Fall 2024,N/A,1,N/A
HUM,151,N/A,Fall 2024,N/A,1,N/A
HUM,161,N/A,Fall 2024,N/A,1,N/A
HUM,162,HUM 161 or permission of the instructor.,"Spring 2025, Spring 2024",(HUM161),2,HUM161
HUM,202,N/A,Spring 2025,N/A,1,N/A
HUM,203,N/A,Spring 2025,N/A,1,N/A
HUM,204,HUM 130 is recommended.,"Spring 2025, Summer 2024",N/A,2,N/A
HUM,209,N/A,Spring 2025,N/A,1,N/A
HUM,211,N/A,Fall 2024,N/A,1,N/A
HUM,222,N/A,Spring 2024,N/A,1,N/A
HUM,231,N/A,Fall 2024,N/A,1,N/A
HUM,232,N/A,Spring 2024,N/A,1,N/A
HUM,240,N/A,"Fall 2024, Summer 2024",N/A,2,N/A
HUM,277,Recommended: HUM 110.,"Summer 2025, Summer 2024",N/A,2,N/A
HUM,305,45 units.,Fall 2024,N/A,1,N/A
HUM,309,45 units.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
HUM,313,"One of the following courses: ARCH 100, ARCH 201, HUM 110, HUM 231, HUM 232, HUM 277, or by permission of the instructor.",Spring 2025,"(ARCH100),(ARCH201),(HUM110),(HUM231),(HUM232),(HUM277)",1,"ARCH100, ARCH201, HUM110, HUM231, HUM232, HUM277"
HUM,318,45 units.,Fall 2024,N/A,1,N/A
HUM,320,45 units.,"Spring 2025, Spring 2024",N/A,2,N/A
HUM,325,45 units.,Spring 2025,N/A,1,N/A
HUM,330,45 units.,"Spring 2025, Spring 2024",N/A,2,N/A
HUM,331,45 units.,Spring 2024,N/A,1,N/A
HUM,340,45 units.,"Summer 2025, Fall 2024, Summer 2024",N/A,3,N/A
HUM,349,45 units.,Spring 2025,N/A,1,N/A
HUM,350,45 units.,"Summer 2024, Spring 2024",N/A,2,N/A
HUM,359,45 units.,Spring 2025,N/A,1,N/A
HUM,360,45 units.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
HUM,381,45 units.,"Fall 2024, Spring 2024",N/A,2,N/A
HUM,382,45 units.,Summer 2025,N/A,1,N/A
HUM,387,45 units.,Spring 2025,N/A,1,N/A
HUM,390,"Two of any 300-division global humanities courses or permission of the chair plus permission of instructor. This course may be used only once for credit towards a degree and is reserved for global humanities major, joint major, extended minor, minor and PBD students.","Fall 2024, Spring 2024",N/A,2,N/A
HUM,460,45 units.,Fall 2024,N/A,1,N/A
HUM,476,"45 units, including six units of lower division history or by permission of instructor.",Spring 2025,N/A,1,N/A
HUM,480,"45 units, including HUM 101.","Summer 2024, Spring 2024",(HUM101),2,HUM101
IAT,102,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,106,N/A,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
IAT,110,N/A,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
IAT,167,"CMPT 120 (or equivalent first year programming course such as CMPT 102, 125, 126, 128, 130, 135, or 166) with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CMPT102),(CMPT120),(CMPT125),(CMPT126),(CMPT128),(CMPT130),(CMPT135),(CMPT166)",5,"CMPT102, CMPT120, CMPT125, CMPT126, CMPT128, CMPT130, CMPT135, CMPT166"
IAT,201,"Completion of 21 units, including at least one lower division ""W"" course.","Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
IAT,202,IAT 100 with a minimum grade of C- and a minimum of 21 units.,"Spring 2025, Fall 2024, Spring 2024",(IAT100),3,IAT100
IAT,208,Completion of 21 units.,Spring 2024,N/A,1,N/A
IAT,210,Completion of 21 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,222,Completion of 21 units.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
IAT,233,"Completion of 21 units, IAT 102, and IAT 106, both with a minimum grade of C-.","Spring 2025, Fall 2024, Spring 2024","(IAT102,IAT106)",3,"IAT102, IAT106"
IAT,235,Completion of 21 units and IAT 102 with a minimum grade of C-.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",(IAT102),4,IAT102
IAT,238,Completion of 21 units including IAT 102.,"Summer 2025, Spring 2025",N/A,2,N/A
IAT,244,Completion of 21 units.,"Summer 2025, Spring 2025, Summer 2024, Spring 2024",N/A,4,N/A
IAT,265,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT167,MATH130),(IAT167,MACM101),(IAT167,MATH150),(IAT167,MATH151),(IAT167,MATH154),(IAT167,MATH157)",5,"IAT167, MACM101, MATH130, MATH150, MATH151, MATH154, MATH157"
IAT,267,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-. Recommended: IAT 265.","Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT167,MATH130),(IAT167,MACM101),(IAT167,MATH150),(IAT167,MATH151),(IAT167,MATH154),(IAT167,MATH157)",4,"IAT167, MACM101, MATH130, MATH150, MATH151, MATH154, MATH157"
IAT,271,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,272,IAT 271 (or WKTM 100).,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT271),(WKTM100)",5,"IAT271, WKTM100"
IAT,312,"Completion of 48 units, including IAT 265 with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Spring 2024",(IAT265),4,IAT265
IAT,313,Completion of 48 units.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
IAT,320,"Completion of 48 units, including IAT 267 and 222, with a minimum grade of C-.","Spring 2025, Spring 2024","(IAT267,IAT222)",2,"IAT222, IAT267"
IAT,333,"Completion of 48 units, including IAT 238 with a minimum grade of C- or IAT 235 with a minimum grade of C- completed before the Spring 2025 term.","Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT235),(IAT238)",4,"IAT235, IAT238"
IAT,334,"Completion of 48 units, including IAT 235 with a minimum grade of C-.","Spring 2025, Fall 2024, Summer 2024, Spring 2024",(IAT235),4,IAT235
IAT,336,IAT 233 with a minimum grade of C-.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(IAT233),5,IAT233
IAT,339,"IAT 235 and IAT 265, with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT235,IAT265)",5,"IAT235, IAT265"
IAT,340,Completion of 24 units. Recommended: IAT 202 New Media Images.,"Fall 2024, Spring 2024",N/A,2,N/A
IAT,343,"Minimum of 24 units, including MATH 130 or MACM 101 or MATH 150 or MATH 151 or MATH 154 or MATH 157, with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Spring 2024","(MATH130),(MACM101),(MATH150),(MATH151),(MATH154),(MATH157)",4,"MACM101, MATH130, MATH150, MATH151, MATH154, MATH157"
IAT,344,Minimum of 48 units and IAT 202 with a minimum grade of C-.,"Spring 2025, Fall 2024, Spring 2024",(IAT202),3,IAT202
IAT,351,"Completion of 48 units, including IAT 201 and IAT 265, with a minimum grade of C-. Strongly recommended: IAT 267.",Fall 2024,"(IAT201,IAT265)",1,"IAT201, IAT265"
IAT,355,"IAT 201 and IAT 267 and either IAT 265 or CMPT 225, all with a minimum grade of C-. Recommended: IAT 235.","Spring 2025, Fall 2024, Spring 2024","(IAT201,IAT267,IAT265),(IAT201,IAT267,CMPT225)",3,"CMPT225, IAT201, IAT265, IAT267"
IAT,359,"Completion of 48 units, including IAT 265 with a minimum grade of C-.","Spring 2025, Fall 2024, Spring 2024",(IAT265),3,IAT265
IAT,360,"CMPT 120, IAT 265, and IAT 267, all with a minimum grade of C-.",Fall 2024,"(CMPT120,IAT265,IAT267)",1,"CMPT120, IAT265, IAT267"
IAT,373,IAT 272 (or WKTM 200).,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT272),(WKTM200)",5,"IAT272, WKTM200"
IAT,374,IAT 373 (or WKTM 300).,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT373),(WKTM300)",5,"IAT373, WKTM300"
IAT,375,IAT 374 (or WKTM 400).,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(IAT374),(WKTM400)",5,"IAT374, WKTM400"
IAT,380,Completion of 45 units.,Spring 2025,N/A,1,N/A
IAT,386,"Completion of 45 units, and permission of the instructor and of the School is required. No more than six units of Directed Studies may be taken.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,387,"Completion of 45 units, and permission of the School and the instructor is required. No more than six units of Directed Studies may be taken.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,410,"Completion of 60 units, including IAT 265 and IAT 312, with a minimum grade of C-.","Fall 2024, Spring 2024","(IAT265,IAT312)",2,"IAT265, IAT312"
IAT,431,"Completion of 60 units, including IAT 309W and IAT 333, with a minimum grade of C-.","Spring 2025, Fall 2024, Spring 2024","(IAT309W,IAT333)",3,"IAT309W, IAT333"
IAT,432,IAT 334 with a minimum grade of C- and completion of 60 units. Recommended: IAT 201 and 235.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",(IAT334),4,IAT334
IAT,438,"Completion of 75 units, including IAT 309W and 333, with a minimum grade of C-.","Summer 2025, Fall 2024, Summer 2024, Spring 2024","(IAT309W,IAT333)",4,"IAT309W, IAT333"
IAT,443,"Completion of 60 units, including IAT 313, IAT 340, and IAT 344, with a minimum grade of C-.","Spring 2025, Spring 2024","(IAT313,IAT340,IAT344)",2,"IAT313, IAT340, IAT344"
IAT,445,"Completion of 60 units, including IAT 343 with a minimum grade of C-.","Spring 2025, Fall 2024, Spring 2024",(IAT343),3,IAT343
IAT,459,"Completion of 48 units, including IAT 339 and IAT 359, with a minimum grade of C-.",Spring 2025,"(IAT339,IAT359)",1,"IAT339, IAT359"
IAT,460,IAT 360.,Spring 2025,(IAT360),1,IAT360
IAT,461,"IAT 355 and IAT 360, both with a minimum grade of C-.",Summer 2025,"(IAT355,IAT360)",1,"IAT355, IAT360"
IAT,480,Completion of 60 units.,Spring 2025,N/A,1,N/A
IAT,481,Completion of 60 units.,Spring 2024,N/A,1,N/A
IAT,486,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,487,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
IAT,488,"Completion of 69 units. No more than six units of Directed Studies may be taken, and permission of the instructor and school are required.","Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
IAT,490,Students accepted into Honours Program and project accepted by a supervisor.,"Spring 2025, Summer 2024, Spring 2024",N/A,3,N/A
IAT,491,Students accepted into Honours Program and project accepted by a supervisor.,Summer 2024,N/A,1,N/A
IAT,499,"Completion of 90 units (ensuring a 4th year equivalent student), including 18 upper division IAT units plus IAT 309W with a minimum grade of C-. Enrollment is competitive - each term we will enroll a maximum of 20 students or team based on the strongest student project ideas and CGPA.","Spring 2025, Spring 2024",N/A,2,N/A
INDG,101,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INDG,210,or Corequisite: INDG 101 or INDG 201W.,Fall 2024,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,211,N/A,Fall 2024,N/A,1,N/A
INDG,222,Vary according to topic. Consult course outline on prerequisite(s) of each topic offering.,Spring 2024,N/A,1,N/A
INDG,232,INDG (or FNST) 101 or 201W.,Fall 2024,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,250,INDG 101.,Fall 2024,(INDG101),1,INDG101
INDG,286,Recommended: INDG 101.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
INDG,301,INDG (or FNST) 101 or 201W.,Fall 2024,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,305,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INDG,310,INDG 101.,Summer 2024,(INDG101),1,INDG101
INDG,322,Will vary according to the topic.,Fall 2024,N/A,1,N/A
INDG,325,45 units including INDG (or FNST) 101 or 201W.,Fall 2024,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,326,45 units including INDG (or FNST) 101 or 201W.,"Spring 2025, Spring 2024","(INDG101),(INDG201W)",2,"INDG101, INDG201W"
INDG,327,INDG (or FNST) 101 or INDG (or FNST) 201W.,"Spring 2025, Spring 2024","(INDG101),(INDG201W)",2,"INDG101, INDG201W"
INDG,329,45 units.,Spring 2024,N/A,1,N/A
INDG,332,INDG (or FNST) 101 or INDG (or FNST) 201W.,"Summer 2025, Spring 2025, Summer 2024, Spring 2024","(INDG101),(INDG201W)",4,"INDG101, INDG201W"
INDG,333,Either INDG (or FNST) 101 or 201W.,Fall 2024,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,360,45 units.,"Fall 2024, Spring 2024",N/A,2,N/A
INDG,363,45 units and permission of instructor; no previous artistic training and/or experience are required.,Spring 2024,N/A,1,N/A
INDG,401,INDG (or FNST) 101 or 201W. Recommended: POL 221.,"Spring 2025, Fall 2024, Spring 2024","(INDG101),(INDG201W)",3,"INDG101, INDG201W"
INDG,403,INDG (or FNST) 101 or INDG (or FNST) 201W.,"Spring 2025, Spring 2024","(INDG101),(INDG201W)",2,"INDG101, INDG201W"
INDG,410,or Corequisite: INDG 101 or 201W.,Spring 2025,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,419,"INDG (or FNST) 101 or 201W, or CRIM 101, or permission of the instructor.",Fall 2024,"(INDG101),(INDG201W),(CRIM101)",1,"CRIM101, INDG101, INDG201W"
INDG,422,Will vary according to the topic.,Summer 2025,N/A,1,N/A
INDG,429,"INDG (or FNST) 101 or 201W, or CRIM 101, or permission of instructor.","Spring 2025, Spring 2024","(INDG101),(INDG201W),(CRIM101)",2,"CRIM101, INDG101, INDG201W"
INDG,435,"INDG 101 or INDG 201W, and permission of the instructor. Students must successfully complete a Criminal Record Check.",Summer 2025,"(INDG101),(INDG201W)",1,"INDG101, INDG201W"
INDG,442,15 units in Indigenous (or First Nations) studies. Corequisite: Permission of an instructor and department.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INDG,447,15 units of INDG (or FNST) courses; permission of an instructor and department approval. Corequisite: Varies depending on topic.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INLG,130,Students in the Indigenous Studies program should complete INLG 133 before INLG 130.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INLG,133,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INLG,134,INLG (or FNLG) 133.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024","(INLG133),(FNLG133)",4,"FNLG133, INLG133"
INLG,158,N/A,"Summer 2025, Fall 2024, Summer 2024",N/A,3,N/A
INLG,200,N/A,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
INLG,233,INLG (or FNLG) 134.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(INLG134),(FNLG134)",5,"FNLG134, INLG134"
INLG,234,INLG (or FNLG) 233.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(INLG233),(FNLG233)",5,"FNLG233, INLG233"
INLG,258,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
INLG,300,"Completion of Certificate in Indigenous Language Proficiency offered in the same language as INLG (or FNLG) 300, including INLG (or FNLG) 200 or LING 220; or with permission of instructor.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(INLG200),(FNLG200),(LING220)",5,"FNLG200, INLG200, LING220"
